Query,Label,Query_cleaned
SELECT * FROM bite WHERE dish NOT LIKE '[policeman]%',0,select from bite where dish not like policeman
SELECT AVG ( thee ) FROM language SELECT SUM ( friend ) ,0,select avg thee from language select sum friend
SELECT AVG ( brief ) FROM forget SELECT SUM ( fast ) ,0,select avg brief from forget select sum fast
SELECT AVG ( increase )  FROM president  SELECT SUM ( today ) ,0,select avg increase from president select sum today
SELECT COUNT ( ill ) FROM thing,0,select count ill from thing
SELECT COUNT ( author ) FROM bear,0,select count author from bear
SELECT AVG ( describe ) FROM cat,0,select avg describe from cat
SELECT * FROM stepped WHERE tip NOT LIKE 'add%',0,select from stepped where tip not like add
SELECT * FROM chief WHERE morning LIKE '%force%',0,select from chief where morning like force
SELECT * FROM silver  WHERE date NOT LIKE '[probably]%',0,select from silver where date not like probably
"  SELECT * FROM rhyme WHERE meal IN  ( 'tail', 'smooth', 'month' )  ",0,select from rhyme where meal in tail smooth month
"  SELECT * FROM brush WHERE surrounded NOT IN  ( 'log', 'form', 'every' )  ",0,select from brush where surrounded not in log form every
SELECT * FROM fewer WHERE care IN  ( SELECT thank FROM were ) ,0,select from fewer where care in select thank from were
SELECT * FROM alive WHERE brief  BETWEEN 10 AND 20,0,select from alive where brief between 10 and 20
SELECT * FROM clock WHERE Price NOT BETWEEN 10 AND 20,0,select from clock where price not between 10 and 20
SELECT * FROM region WHERE leg BETWEEN 'dance' AND 'such',0,select from region where leg between dance and such
"SELECT * FROM night WHERE pitch BETWEEN ""doing"" AND    ""no""",0,select from night where pitch between doing and no
SELECT * FROM since WHERE roar NOT BETWEEN 'biggest' AND 'control',0,select from since where roar not between biggest and control
SELECT * FROM itself WHERE century BETWEEN dirty09/01/1996more AND load15/31/1996case,0,select from itself where century between dirty09 01 1996more and load15 31 1996case
SELECT * FROM wet WHERE recent BETWEEN '1996-07-01' AND '1996-07-31',0,select from wet where recent between 1996 07 01 and 1996 07 31
SELECT AVG ( army ) FROM build SELECT SUM ( running ) ,0,select avg army from build select sum running
SELECT COUNT ( six )  FROM here,0,select count six from here
SELECT COUNT ( worryID ) FROM dog,0,select count worryid from dog
SELECT AVG ( Price ) FROM task,0,select avg price from task
SELECT * FROM nothing WHERE milk BETWEEN '1996-07-01' AND '1996-07-31',0,select from nothing where milk between 1996 07 01 and 1996 07 31
"  SELECT gradeID AS ID, over AS entirely FROM but",0,select gradeid as id over as entirely from but
"  SELECT besideID AS ID, joined AS paint FROM globe",0,select besideid as id joined as paint from globe
"  SELECT was AS family, visitor AS [seen]  FROM against",0,select was as family visitor as seen from against
"   SELECT led, paragraph+ ', ' + everyone+ ' ' + write+ ', ' + park AS zulu  FROM original",0,select led paragraph everyone write park as zulu from original
SELECT congress ( s ) FROM shirt INNER JOIN,0,select congress s from shirt inner join
"   SELECT perfectly,fear,rhythm,sharp,handsome     (  (  forgot JOIN type ON broke.greatly =  older.pack )   INNER JOIN buffaloON Orders.prize =  enough.courtID ) ",0,select perfectly fear rhythm sharp handsome forgot join type on broke greatly older pack inner join buffaloon orders prize enough courtid
SELECT again ( s )  FROM sets LEFT JOIN,0,select again s from sets left join
"  SELECT sand,sitting,acres FROM troops LEFT JOIN Orders ON pound.shoeID =  half.future ORDER BY was.into",0,select sand sitting acres from troops left join orders on pound shoeid half future order by was into
SELECT future ( s FROM hunt RIGHT JOIN,0,select future s from hunt right join
"  SELECT Orders.hairrID, Employees.farther, Employees.organization FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.vaporID ORDER BY Orders.horseID",0,select orders hairrid employees farther employees organization from ordersright join employees on orders employeeid employees vaporid order by orders horseid
SELECT catch ( s )  FROM instant FULL OUTER JOIN,0,select catch s from instant full outer join
" SELECT column_name ( s )  FROM parallel,kind",0,select column_name s from parallel kind
SELECT buy ( s )  FROM call UNION,0,select buy s from call union
SELECT rising ( s )  FROM condition SELECT development ( s ) ,0,select rising s from condition select development s
SELECT ocean ( s )  FROM even UNION ALL,0,select ocean s from even union all
SELECT expect ( s )  FROM slight SELECT satisfied FROM phrase,0,select expect s from slight select satisfied from phrase
SELECT apart FROM open UNION SELECT ruler FROM forget ORDER BY season,0,select apart from open union select ruler from forget order by season
SELECT mental FROM double UNION ALL SELECT were FROM sold ORDER BY rice,0,select mental from double union all select were from sold order by rice
"  SELECT partly,roll FROM government WHERE thing = 'five' UNION SELECT help, doing FROM farmer",0,select partly roll from government where thing five union select help doing from farmer
"   SELECT COUNT ( pick ) , rope FROM final BY mistake",0,select count pick rope from final by mistake
"   SELECT Employees.guess, COUNT ( Orders.wishID )  AS moreFROM    ( OrdersINNER JOIN lesson ON Orders.carriedID  =  Employees.effectID ) ",0,select employees guess count orders wishid as morefrom ordersinner join lesson on orders carriedid employees effectid
SELECT * FROM future FETCH FIRST 50 PERCENT ROWS ONLY,0,select from future fetch first 50 percent rows only
SELECT felt,0,select felt
SELECT * FROM ran,0,select from ran
SELECT tears FROM gain,0,select tears from gain
SELECT DISTINCT name FROM dance,0,select distinct name from dance
SELECT COUNT ( DISTINCT does )  FROM hand,0,select count distinct does from hand
SELECT Count ( * )  AS silver,0,select count as silver
FROM  ( SELECT DISTINCT ice FROM topic ) ,0,from select distinct ice from topic
SELECT * FROM lonely,0,select from lonely
SELECT * FROM positive WHERE third = 'outline',0,select from positive where third outline
SELECT * FROM lose WHERE hour = 'distance',0,select from lose where hour distance
SELECT * FROM grade  WHERE world = beginning,0,select from grade where world beginning
SELECT * FROM differ WHERE breeze = 'another'  AND City = 'detail',0,select from differ where breeze another and city detail
SELECT * FROM mouth WHERE copy = 'universe'  OR done = 'men',0,select from mouth where copy universe or done men
SELECT * FROM younger WHERE build = 'rising'  OR leather = 'animal',0,select from younger where build rising or leather animal
SELECT * FROM amount WHERE    NOT factory = 'school',0,select from amount where not factory school
SELECT * FROM rear WHERE recently = 'finger'  AND  ( next = 'depend' OR snake = 'rate' ) ,0,select from rear where recently finger and next depend or snake rate
SELECT * FROM history WHERE NOT complex = 'rise'  AND NOT full = 'greatly',0,select from history where not complex rise and not full greatly
SELECT * FROM control ORDER BY storm,0,select from control order by storm
SELECT * FROM orange ORDER BY package DESC,0,select from orange order by package desc
" SELECT * FROM cheese ORDER BY tone, personal",0,select from cheese order by tone personal
" SELECT * FROM making ORDER BY officer ASC, history DESC",0,select from making order by officer asc history desc
"INSERT INTO wrong ( taste, upward, daughter, develop, word, very )  VALUES  ( 'face', 'aid'. dance', 'zero', 'sit', 'worth', 'could' )  ",0,insert into wrong taste upward daughter develop word very values face aid dance zero sit worth could
"INSERT INTO pilot  ( daughter, card, anyone )  VALUES  ( 'load', 'brick', 'experience' )  ",0,insert into pilot daughter card anyone values load brick experience
"   SELECT apart, single, remarkable FROM fox WHERE activity  IS NULL",0,select apart single remarkable from fox where activity is null
"   SELECT given, scale, chainFROM if WHERE ship  IS NOT NULL",0,select given scale chainfrom if where ship is not null
"  UPDATE driven SET become =  'given', City =  'whispered' WHERE silence =  pool",0,update driven set become given city whispered where silence pool
 UPDATE lower SET uncle = 'engineer'WHERE earn = 'sunlight',0,update lower set uncle engineer where earn sunlight
SELECT * FROM slave,0,select from slave
DELETE FROM coat WHERE won = 'driving',0,delete from coat where won driving
DELETE FROM shinning,0,delete from shinning
SELECT pilot ( s )  FROM told,0,select pilot s from told
SELECT * FROM  ( SELECT either FROM parallel ) ,0,select from select either from parallel
SELECT TOP 3 * FROM between,0,select top 3 from between
SELECT * FROM bark 3,0,select from bark 3
SELECT TOP 50 PERCENT * FROM somewhere,0,select top 50 percent from somewhere
SELECT * FROM goose FETCH FIRST 50 PERCENT ROWS ONLY,0,select from goose fetch first 50 percent rows only
SELECT TOP 3 * FROM connected WHERE flew = 'meat',0,select top 3 from connected where flew meat
SELECT * FROM lungs WHERE advice = 'egg' LIMIT 3,0,select from lungs where advice egg limit 3
SELECT * FROM actually WHERE riding = 'writing' FETCH FIRST 3 ROWS ONLY,0,select from actually where riding writing fetch first 3 rows only
SELECT MIN ( pine )  AS ants FROM orange,0,select min pine as ants from orange
SELECT MIN ( whom )  AS new FROM plastic,0,select min whom as new from plastic
SELECT * FROM  ( SELECT motion FROM wolf ) ,0,select from select motion from wolf
SELECT TOP 3 * FROM tropical SELECT * FROM settlers 3SELECT * FROM hide,0,select top 3 from tropical select from settlers 3select from hide
SELECT * FROM zulu 3 SELECT * FROM child,0,select from zulu 3 select from child
SELECT * FROM tin FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM lunch,0,select from tin fetch first 3 rows only select top 50 percent from lunch
SELECT TOP 50 PERCENT * FROM saved SELECT * FROM detail FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM two,0,select top 50 percent from saved select from detail fetch first 50 percent rows onlyselect top 3 from two
SELECT * FROM although FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM consonant,0,select from although fetch first 50 percent rows onlyselect top 3 from consonant
SELECT TOP 3 * FROM activity WHERE suddenly = 'traffic' SELECT * FROM sale,0,select top 3 from activity where suddenly traffic select from sale
SELECT * FROM drop WHERE human = 'unknown' LIMIT 3,0,select from drop where human unknown limit 3
SELECT * FROM winter WHERE thumb = 'drew' FETCH FIRST 3 ROWS ONLY,0,select from winter where thumb drew fetch first 3 rows only
SELECT AVG ( blank ) FROM thread,0,select avg blank from thread
SELECT * FROM clear WHERE exciting NOT LIKE '[slept]%',0,select from clear where exciting not like slept
SELECT AVG ( chose ) FROM buy SELECT SUM ( beside ) ,0,select avg chose from buy select sum beside
SELECT AVG ( choose ) FROM tube SELECT SUM ( judge ) ,0,select avg choose from tube select sum judge
SELECT AVG ( suddenly )  FROM flame  SELECT SUM ( began ) ,0,select avg suddenly from flame select sum began
SELECT COUNT ( anyone ) FROM mistake,0,select count anyone from mistake
SELECT COUNT ( thumb ) FROM elephant,0,select count thumb from elephant
SELECT AVG ( sign ) FROM burn,0,select avg sign from burn
SELECT * FROM evidence WHERE then NOT LIKE 'memory%',0,select from evidence where then not like memory
SELECT * FROM cage WHERE carbon LIKE '%pen%',0,select from cage where carbon like pen
SELECT * FROM whale  WHERE industrial NOT LIKE '[nearby]%',0,select from whale where industrial not like nearby
"  SELECT * FROM triangle WHERE bend IN  ( 'fireplace', 'parallel', 'recognize' )  ",0,select from triangle where bend in fireplace parallel recognize
"  SELECT * FROM heard WHERE above NOT IN  ( 'add', 'native', 'writing' )  ",0,select from heard where above not in add native writing
SELECT * FROM exciting WHERE region IN  ( SELECT stuck FROM appropriate ) ,0,select from exciting where region in select stuck from appropriate
SELECT * FROM form WHERE people  BETWEEN 10 AND 20,0,select from form where people between 10 and 20
SELECT * FROM year WHERE Price NOT BETWEEN 10 AND 20,0,select from year where price not between 10 and 20
SELECT * FROM repeat WHERE observe BETWEEN 'exact' AND 'boat',0,select from repeat where observe between exact and boat
"SELECT * FROM mouth WHERE teach BETWEEN ""wish"" AND    ""pick""",0,select from mouth where teach between wish and pick
SELECT * FROM soon WHERE frozen NOT BETWEEN 'remember' AND 'has',0,select from soon where frozen not between remember and has
SELECT * FROM raise WHERE held BETWEEN whose09/01/1996attached AND bag15/31/1996bite,0,select from raise where held between whose09 01 1996attached and bag15 31 1996bite
